,firstName,lastName,position,jerseyNum,age,height,weight,overall_rating,awareness_rating,strength_rating,catchInTraffic_rating,pursuit_rating,catching_rating,spinMove_rating,finesseMoves_rating,runBlock_rating,tackle_rating,zoneCoverage_rating,runningStyle_rating,trucking_rating,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,breakSack_rating,jumping_rating,release_rating,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,stamina_rating,kickPower_rating,throwUnderPressure_rating,blockShedding_rating,passBlockFinesse_rating,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,playAction_rating,mediumRouteRunning_rating,acceleration_rating,spectacularCatch_rating,injury_rating,deepRouteRunning_rating,throwAccuracyShort_rating,speed_rating,runBlockPower_rating,toughness_rating,throwOnTheRun_rating,manCoverage_rating,stiffArm_rating,powerMoves_rating,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,passBlock_rating,changeOfDirection_rating,press_rating,throwAccuracyDeep_rating,runBlockFinesse_rating,agility_rating
22,Mo,Alie-Cox,TE,81,27,77,267,75,80,70,81,25,83,54,10,67,28,13,Long Stride Loose,66,62,21,70,18,87,70,12,10,14,78,19,14,19,59,25,10,54,63,6,65,85,84,85,62,15,81,66,86,10,10,64,10,62,65,75,62,63,69,10,6,62,75
23,Rigoberto,Sanchez,P,8,26,72,195,75,60,51,18,24,38,19,10,20,27,26,Default Stride Awkward,21,10,24,12,21,59,12,33,32,83,86,92,18,28,17,39,10,16,28,18,12,78,14,91,12,37,73,18,69,26,18,16,10,19,22,47,14,20,54,13,26,18,67
24,Carson,Wentz,QB,2,28,77,237,74,71,72,20,28,38,47,9,27,30,18,Default,62,72,21,18,87,70,19,11,79,18,80,24,79,21,18,90,14,39,83,83,17,86,20,82,15,86,80,10,92,85,12,62,9,14,26,54,72,17,82,9,81,10,81
25,Eric,Fisher,LT,79,30,79,315,74,88,88,30,35,50,25,39,77,43,12,Default Stride Awkward,39,28,30,24,12,71,30,35,6,11,94,21,14,40,75,29,10,83,35,6,14,81,31,89,6,6,67,76,86,6,12,44,35,73,82,45,15,74,56,10,6,78,72
26,T.J.,Carrie,CB,38,31,72,204,74,75,68,49,67,66,71,37,35,64,79,Default,21,80,76,42,15,94,58,55,6,11,89,10,10,49,35,24,83,11,80,6,32,88,66,79,25,6,88,35,87,6,74,25,31,35,51,67,55,35,84,77,6,35,85
27,Tyquan,Lewis,LE,94,26,75,277,74,70,83,27,82,33,21,62,45,80,38,Long Stride Default,26,29,71,15,13,85,13,81,6,13,75,17,15,78,45,20,10,17,36,6,8,89,24,89,4,6,83,45,88,6,29,28,75,45,78,28,25,45,67,21,6,45,77
28,Kemoko,Turay,RE,57,26,77,248,73,75,69,38,83,51,47,76,45,75,53,Long Stride Loose,32,53,71,20,12,87,12,79,6,12,78,12,16,65,45,20,10,22,48,6,15,88,39,85,10,6,84,45,77,6,48,38,61,45,83,48,31,45,67,35,6,45,83
29,Parris,Campbell,WR,1,24,72,205,73,72,56,78,46,83,75,10,50,38,24,Short Stride Default,46,83,21,76,22,89,64,23,10,12,82,14,18,41,26,26,76,36,83,6,74,93,79,79,76,15,94,28,84,10,16,59,10,28,50,73,72,43,90,16,6,30,91
30,Andrew,Sendejo,FS,42,33,73,210,72,72,69,30,78,70,45,48,35,74,73,Default,25,47,70,20,18,82,20,87,6,35,89,45,16,61,35,30,45,19,46,6,10,87,60,87,10,6,81,35,79,6,69,30,38,35,64,65,25,35,81,65,6,35,83
31,Jahleel,Addae,FS,41,31,70,195,72,72,62,44,82,72,54,61,35,71,75,Default,57,63,71,20,15,90,20,84,10,30,89,15,16,59,35,25,55,20,63,15,10,86,62,92,10,15,82,35,82,15,72,46,50,35,65,62,44,35,77,66,10,35,81
32,Al-Quadin,Muhammad,LE,97,26,76,250,71,73,78,28,80,41,27,65,45,75,42,Long Stride Loose,33,39,75,14,28,75,12,76,6,19,74,20,10,72,45,34,12,10,37,6,7,87,24,91,3,6,81,45,79,6,31,40,76,45,80,37,18,45,64,17,6,45,75
33,Isaiah,Rodgers,CB,34,23,70,171,71,68,50,54,74,66,73,42,25,55,69,Short Stride Loose,34,82,66,38,10,92,22,54,10,34,90,44,15,55,35,26,87,17,75,15,33,93,67,86,27,15,94,35,80,15,68,42,36,35,48,56,49,25,89,66,10,35,90
34,Antwaun,Woods,DT,96,28,73,310,70,69,85,31,80,43,18,57,45,80,38,Default Stride Awkward,36,24,72,11,12,69,16,80,6,25,75,25,10,72,45,19,10,27,25,6,3,81,35,86,2,6,73,45,92,6,29,26,71,45,77,31,10,45,52,12,6,45,65
35,George,Odum,FS,30,27,73,200,70,69,69,40,73,64,60,48,35,67,72,Default Stride Loose,45,64,68,10,15,81,20,85,6,12,86,15,10,61,35,25,40,14,53,6,10,92,62,87,10,6,91,35,80,6,68,54,56,35,63,65,33,35,82,61,6,35,83
36,Michael,Badgley,K,6,26,70,183,70,54,36,10,31,35,10,10,12,29,12,Default Stride Awkward,10,10,10,10,15,65,12,12,30,71,84,96,14,13,17,26,10,12,10,20,10,82,12,89,10,35,74,12,60,20,12,10,10,17,12,33,5,17,57,10,25,12,60
37,Ben,Banogu,LE,52,25,75,250,69,66,80,16,78,32,26,63,45,71,30,Long Stride Loose,26,36,69,10,12,88,13,78,6,10,75,14,10,67,45,22,10,12,26,6,4,89,17,89,3,6,86,45,82,6,21,26,73,45,79,34,15,45,69,21,6,45,83
38,Isaac,Rochell,RE,91,26,76,280,69,62,88,19,79,36,17,57,45,81,34,Long Stride Loose,36,23,59,14,12,77,12,82,12,21,78,22,10,71,45,24,10,16,25,9,7,82,15,94,3,17,75,45,94,9,23,32,73,45,86,28,18,45,55,26,9,45,69
39,Josh,Jones,SS,36,26,74,220,69,70,73,55,66,75,66,54,35,78,64,Short Stride Default,54,72,67,24,22,87,22,87,10,19,93,25,11,44,35,24,48,23,58,15,14,90,62,87,10,15,91,35,82,15,58,48,41,35,68,68,52,35,76,67,10,35,82
40,Taylor,Stallworth,DT,95,26,74,305,68,74,82,10,78,30,10,60,45,79,23,Default Stride Awkward,34,10,75,10,12,66,12,74,6,13,75,17,16,71,45,29,15,29,10,6,3,78,12,87,2,6,63,45,88,6,12,27,70,45,79,40,10,45,53,10,6,45,62
41,Ashton,Dulin,WR,16,24,73,215,67,62,61,79,43,82,74,10,42,41,18,Default,47,78,15,67,20,88,71,27,16,14,82,18,20,28,22,35,79,23,79,16,66,90,79,90,67,22,91,28,83,21,10,49,10,26,42,74,73,33,82,15,12,25,89
42,Chris,Reed,LG,62,29,76,300,67,81,86,26,45,37,35,30,68,35,11,Default Stride Awkward,44,39,21,30,12,71,29,40,5,15,82,27,10,32,70,31,10,77,45,5,20,80,25,84,12,5,69,65,78,5,11,40,40,72,80,32,25,71,40,10,5,70,53
43,Dayo,Odeyingbo,LE,54,21,77,276,67,64,84,29,76,45,29,68,45,73,35,Long Stride Default,36,36,60,26,12,83,24,81,6,15,78,15,13,68,45,26,10,17,44,6,19,87,31,90,14,6,80,45,87,6,23,36,63,45,83,44,28,45,67,22,6,45,81
44,Matthew,Adams,ROLB,49,25,72,229,66,61,79,40,78,53,30,49,45,81,58,Long Stride Loose,30,37,62,10,12,81,20,86,6,14,81,18,12,63,45,23,10,19,27,6,6,88,35,90,5,6,86,45,82,6,53,31,55,45,70,46,23,45,73,49,6,45,80
45,Zaire,Franklin,ROLB,44,25,72,239,66,58,80,48,79,61,36,62,45,77,60,Default,37,48,59,10,12,88,20,77,6,20,81,20,12,66,45,22,10,19,41,6,6,90,43,91,5,6,85,45,89,6,51,34,55,45,78,52,21,45,73,43,6,45,82
46,Kylen,Granson,TE,83,23,74,235,65,60,69,75,41,75,64,10,58,38,19,Long Stride Default,72,71,20,61,20,87,67,29,10,17,84,20,10,37,55,27,33,54,76,7,58,88,76,88,56,15,85,54,83,10,11,70,10,59,63,76,65,60,76,16,5,58,82
47,Matt,Pryor,RT,69,26,79,332,65,74,86,15,25,23,15,17,71,27,12,Default Stride Awkward,24,17,14,10,12,63,12,30,6,13,78,17,13,22,64,19,10,79,12,6,5,70,15,83,5,6,52,72,85,6,10,21,21,68,81,21,18,66,51,10,6,69,59
48,Dezmon,Patmon,WR,10,23,76,225,64,65,65,80,40,80,68,13,39,43,29,Long Stride Default,60,75,15,66,22,85,66,34,10,15,82,17,20,37,25,25,30,26,73,6,64,90,82,89,62,15,89,24,84,10,22,60,14,25,40,75,70,29,77,25,6,29,79
49,Julie'n,Davenport,LT,73,26,79,315,63,78,83,26,24,30,13,10,67,28,20,Default Stride Awkward,28,18,15,23,12,72,18,22,6,25,82,25,10,25,67,30,10,83,22,6,13,74,24,91,7,6,57,65,80,6,15,15,10,62,82,23,9,65,47,10,6,70,67
50,Mike,Strachan,WR,17,24,77,226,63,60,71,79,30,79,65,10,45,28,18,Default Stride Loose,50,71,17,65,18,85,68,22,15,17,81,14,17,32,20,25,45,21,76,10,64,90,81,90,61,20,88,28,80,12,11,52,10,25,40,74,70,29,75,23,10,23,85
51,Robert,Windsor,DT,93,24,77,290,63,58,84,18,75,24,11,56,45,82,22,Long Stride Loose,31,13,55,14,12,71,14,79,6,14,77,19,10,61,45,24,10,17,16,6,5,81,15,90,3,6,75,45,91,6,16,30,71,45,83,43,10,45,61,15,6,45,64
52,Sam,Tevi,LT,71,26,77,315,63,73,79,18,30,24,10,20,72,35,12,Default Stride Awkward,20,16,10,13,12,66,12,38,6,15,86,16,10,29,64,37,10,78,10,6,5,78,14,87,5,6,62,70,82,6,12,27,27,68,78,21,6,67,52,10,6,73,61
53,E.J.,Speed,LOLB,45,26,76,224,62,58,74,66,77,66,61,60,45,74,58,Default Stride Loose,26,70,58,41,12,82,40,79,6,16,82,18,15,64,45,24,60,23,60,6,32,89,64,85,27,6,85,45,77,6,52,33,53,45,70,66,52,45,74,37,6,45,84
54,Jordan,Glasgow,ROLB,59,25,72,226,61,58,67,33,79,57,52,48,35,78,53,Default Stride High and Tight,35,62,62,35,10,83,12,80,6,21,88,29,15,62,35,21,50,12,60,6,10,85,53,81,10,6,82,35,76,6,50,36,42,35,68,57,42,35,73,47,6,35,80
55,Danny,Pinter,C,63,25,76,306,59,64,82,40,29,48,18,21,65,37,15,Long Stride High and Tight,35,25,30,34,12,73,40,33,6,21,89,22,11,35,64,30,10,86,33,6,31,82,37,87,25,6,75,63,85,6,13,30,33,60,80,38,31,63,57,10,6,67,63
56,Sam,Ehlinger,QB,4,22,73,230,58,59,67,45,29,69,73,10,25,27,13,Default Stride Loose,63,76,18,36,71,85,21,17,69,14,86,18,72,23,16,83,10,27,81,77,27,83,46,86,23,79,79,15,90,75,10,54,10,14,31,65,72,18,77,10,71,10,82
57,Will,Fries,RG,75,23,78,309,58,67,84,10,42,23,10,21,64,38,11,Default Stride Awkward,15,10,28,10,12,76,12,41,6,22,85,21,5,29,59,25,10,75,10,6,5,77,12,93,5,6,60,65,82,6,12,10,36,61,79,29,5,60,57,10,6,63,60
58,Deon,Jackson,HB,35,22,71,218,56,54,66,62,24,64,69,10,34,25,18,Default,70,73,20,58,32,86,50,31,36,13,83,17,27,27,31,43,69,38,74,21,53,92,58,92,43,42,91,31,82,35,15,68,10,36,42,75,77,48,75,15,31,26,79
59,Luke,Rhodes,TE,46,28,74,242,28,59,81,39,70,53,42,48,45,75,55,Long Stride Loose,45,55,54,32,18,84,24,79,6,20,79,17,10,65,43,29,35,57,52,6,27,86,36,89,23,6,79,40,88,6,48,44,58,50,72,47,25,47,73,53,6,35,78
