,firstName,lastName,position,jerseyNum,age,height,weight,overall_rating,awareness_rating,strength_rating,catchInTraffic_rating,pursuit_rating,catching_rating,spinMove_rating,finesseMoves_rating,runBlock_rating,tackle_rating,zoneCoverage_rating,runningStyle_rating,trucking_rating,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,breakSack_rating,jumping_rating,release_rating,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,stamina_rating,kickPower_rating,throwUnderPressure_rating,blockShedding_rating,passBlockFinesse_rating,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,playAction_rating,mediumRouteRunning_rating,acceleration_rating,spectacularCatch_rating,injury_rating,deepRouteRunning_rating,throwAccuracyShort_rating,speed_rating,runBlockPower_rating,toughness_rating,throwOnTheRun_rating,manCoverage_rating,stiffArm_rating,powerMoves_rating,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,passBlock_rating,changeOfDirection_rating,press_rating,throwAccuracyDeep_rating,runBlockFinesse_rating,agility_rating
12,Tim,Patrick,WR,81,27,76,210,80,86,69,85,31,91,72,10,55,35,26,Long Stride Default,58,78,22,80,22,89,77,27,15,15,77,19,19,28,17,36,48,38,74,6,79,92,86,85,80,20,90,34,83,15,20,65,10,20,58,69,69,43,83,17,15,30,85
13,Javonte,Williams,HB,33,21,70,215,79,75,80,51,38,67,75,10,52,35,20,Default,89,82,15,64,26,87,49,29,10,14,83,18,15,31,33,32,42,52,83,13,57,90,53,89,53,10,88,43,87,18,15,81,10,37,50,91,91,60,86,17,10,38,85
14,Patrick,Surtain II,CB,2,21,74,202,79,77,62,63,78,68,62,48,35,64,77,Long Stride Loose,32,73,75,30,15,92,31,67,6,11,92,19,13,54,35,28,55,19,70,6,24,90,72,92,20,6,91,35,86,6,80,46,36,35,55,64,55,35,87,83,6,35,88
15,Dalton,Risner,LG,66,26,77,312,78,87,87,18,42,31,17,24,80,44,12,Default Stride Awkward,27,19,29,15,12,71,15,41,6,12,82,18,10,36,74,26,10,87,20,6,6,76,16,85,5,6,62,82,90,6,12,23,31,78,83,34,10,76,57,10,6,77,61
16,Ronald,Darby,CB,21,27,71,193,78,81,70,34,72,77,75,35,35,59,78,Default Stride Bread Loaf,23,76,78,20,17,89,15,47,6,18,92,19,14,54,35,26,50,14,63,6,10,91,66,84,10,6,91,35,59,6,77,24,24,35,54,60,57,35,88,79,6,35,87
17,Teddy,Bridgewater,QB,5,28,74,215,78,78,53,40,20,55,73,10,15,29,20,Default,34,74,15,32,88,79,37,12,83,25,81,25,86,25,15,86,10,20,80,81,22,86,34,87,12,89,82,30,94,85,15,48,10,25,30,66,73,15,81,10,83,20,85
18,Brandon,McManus,K,8,30,75,201,77,65,56,15,35,35,24,10,15,24,20,Default Stride Awkward,10,25,24,15,15,68,15,29,15,79,75,97,16,29,17,35,10,16,22,15,15,84,15,95,15,33,76,16,75,15,11,10,10,17,16,40,15,17,59,10,15,16,74
19,Graham,Glasgow,RG,61,29,78,308,77,84,88,14,31,20,11,13,80,29,14,Default Stride Awkward,28,17,19,13,12,64,15,31,6,20,87,20,15,26,75,24,9,76,18,6,5,80,14,88,5,6,67,81,89,6,12,15,12,79,78,27,8,76,55,8,6,78,66
20,Dre'Mont,Jones,LE,93,24,75,281,76,82,78,39,83,51,34,77,45,84,41,Long Stride Loose,34,37,81,24,12,77,26,80,6,10,74,18,12,77,45,24,10,17,45,6,21,85,37,89,17,6,73,45,82,6,21,42,68,45,84,50,35,45,60,19,6,45,76
21,Josey,Jewell,MLB,47,26,73,236,75,77,70,40,83,61,36,64,45,84,67,Default Stride Loose,45,47,79,15,12,84,12,85,6,13,85,18,16,77,45,25,10,24,54,6,5,88,35,91,5,6,78,45,72,6,60,34,58,45,73,60,36,45,76,45,6,45,85
22,Michael,Ojemudia,CB,13,23,73,200,75,77,66,56,72,67,66,38,43,54,77,Default,29,71,75,32,13,86,30,64,6,16,90,15,14,49,35,25,40,16,68,6,25,92,66,86,21,6,91,35,84,6,74,47,31,35,52,59,52,40,85,73,6,35,87
23,Malik,Reed,ROLB,59,25,74,235,74,75,74,23,82,40,26,76,45,82,57,Long Stride Default,27,34,72,15,12,79,15,81,6,19,81,17,15,75,45,23,10,19,34,6,5,87,22,92,5,6,77,45,88,6,47,31,64,45,72,38,19,45,71,37,6,45,85
24,Sam,Martin,P,6,31,73,211,74,57,46,10,35,45,10,10,25,24,25,Default Stride Awkward,10,10,15,10,17,65,12,12,15,79,85,95,13,10,15,41,10,15,15,15,10,80,12,92,10,15,72,15,65,18,10,10,10,15,15,48,10,20,53,10,15,15,57
25,Bobby,Massie,RT,70,32,78,312,73,86,83,15,21,46,10,10,74,30,12,Default Stride Awkward,42,10,24,10,12,68,12,22,6,7,82,8,15,17,77,10,10,80,25,6,5,76,23,90,5,6,62,75,91,6,16,10,10,79,83,40,11,78,45,10,6,73,59
26,Albert,Okwuegbunam,TE,85,23,77,258,72,72,70,80,53,83,65,39,59,46,22,Long Stride Default,67,65,33,65,16,86,65,48,10,12,81,19,15,54,58,24,25,52,74,6,59,91,79,83,61,15,88,57,77,10,16,64,31,57,63,71,64,59,73,19,6,59,82
27,K.J.,Hamler,WR,1,22,69,178,72,68,58,77,30,77,78,10,50,24,22,Short Stride Loose,31,83,15,76,26,85,66,22,15,14,83,18,22,23,11,30,82,22,84,15,74,95,80,83,76,20,94,23,81,26,13,46,10,10,38,73,74,27,90,13,10,26,93
28,Mike,Purcell,DT,98,30,75,328,72,73,88,15,79,33,20,55,45,78,29,Default Stride Awkward,53,20,75,15,24,77,15,75,22,20,75,18,25,77,45,38,10,33,25,21,7,77,15,86,3,26,64,45,87,14,20,49,71,45,83,52,10,45,55,10,19,45,65
29,Netane,Muti,LG,52,22,75,315,72,70,96,15,35,17,21,28,74,44,9,Default Stride Awkward,34,24,33,15,12,68,15,50,6,28,86,15,10,39,67,17,10,82,24,6,5,73,15,73,5,6,61,76,92,6,11,33,41,72,88,40,22,70,52,10,6,72,63
30,Kenny,Young,MLB,49,25,73,234,71,68,75,33,83,57,27,63,45,84,68,Default Stride Loose,39,35,66,15,12,86,15,77,6,10,87,18,13,73,45,27,10,23,28,6,5,88,30,89,5,6,84,45,84,6,63,33,56,45,78,53,31,45,72,57,6,45,75
31,Lloyd,Cushenberry III,C,79,23,75,315,71,80,88,10,25,30,10,12,74,22,14,Default Stride Awkward,20,10,28,10,12,61,12,22,6,21,86,22,15,23,69,22,10,84,10,6,5,78,12,91,5,6,63,75,92,6,13,10,15,73,81,30,9,71,51,10,6,72,57
32,Mike,Ford,CB,12,26,72,194,71,68,58,56,74,70,68,45,35,50,68,Default Stride Loose,32,75,70,46,15,93,44,57,6,15,88,21,15,51,35,29,60,15,68,6,36,92,63,85,29,6,90,35,76,6,71,35,40,35,45,62,55,35,89,73,6,35,94
33,Stephen,Weatherly,LOLB,91,27,77,265,70,75,78,20,78,32,33,74,44,78,44,Default Stride Loose,35,41,77,15,12,78,29,79,6,20,79,20,10,62,45,20,10,18,47,6,8,85,25,87,4,6,81,45,83,6,37,42,61,45,78,42,32,44,64,40,6,45,77
34,Caden,Sterns,FS,30,21,72,205,69,67,60,58,69,62,64,33,35,67,71,Default Stride Loose,35,72,69,37,14,92,39,69,10,18,89,23,14,49,35,23,48,21,63,15,35,90,62,85,31,15,91,35,68,15,63,34,28,35,49,57,45,35,79,60,10,35,84
35,Micah,Kiser,MLB,43,26,72,244,69,64,76,19,77,50,30,68,45,85,65,Default Stride Loose,37,34,61,15,12,85,12,83,6,16,85,17,16,77,45,25,10,24,23,6,5,88,24,91,5,6,84,45,88,6,60,30,62,45,76,50,30,45,75,40,6,45,81
36,Nate,Hairston,CB,27,27,72,185,69,70,68,69,61,70,66,34,35,60,68,Short Stride Default,32,80,72,54,12,85,52,58,6,15,87,21,17,41,35,27,65,17,68,6,44,89,67,90,37,6,88,35,78,6,72,42,22,35,57,63,52,35,80,70,6,35,88
37,Andrew,Beck,FB,83,25,75,255,68,58,77,65,52,73,57,20,64,47,37,Default Stride Loose,67,62,40,61,15,82,60,36,10,15,80,22,15,47,52,30,30,66,65,6,54,89,61,83,49,15,84,64,88,10,31,65,35,55,66,67,57,69,77,26,6,61,79
38,Baron,Browning,MLB,56,22,75,241,68,65,75,41,79,46,31,58,45,78,60,Default Stride Loose,37,33,64,17,23,93,13,85,11,13,84,16,24,73,45,31,10,22,40,23,8,91,40,91,5,21,87,45,83,21,64,42,64,45,80,49,31,45,75,48,11,45,85
39,DeShawn,Williams,RE,90,28,73,292,68,74,85,14,76,43,17,74,44,78,26,Default Stride Loose,51,26,72,13,12,74,15,76,6,17,76,17,10,73,45,23,9,33,24,6,5,81,41,88,3,6,68,46,86,6,18,31,63,44,83,33,18,44,54,13,6,45,62
40,Jamar,Johnson,SS,41,21,72,197,68,67,63,64,71,70,66,48,35,64,72,Default Stride Loose,45,73,71,33,27,84,28,73,6,11,87,10,11,51,35,24,71,22,74,6,23,88,62,89,18,6,87,35,70,6,70,57,43,35,53,58,52,35,81,67,6,35,83
41,Kendall,Hinton,WR,9,24,72,195,68,70,57,79,27,81,70,10,53,30,26,Default Stride Loose,47,79,23,73,65,85,65,12,57,22,85,20,58,31,27,74,80,29,76,50,70,89,82,88,71,62,87,36,84,63,15,52,10,25,49,72,73,50,86,10,53,30,88
42,Shamar,Stephen,LE,99,30,77,310,68,76,85,15,79,30,10,50,45,81,25,Default Stride Awkward,31,10,78,15,12,75,15,70,6,12,74,11,16,71,45,21,10,31,15,6,7,78,15,90,3,6,62,45,86,6,15,19,70,45,80,39,10,45,52,12,6,45,62
43,Cameron,Fleming,LT,73,28,78,320,67,75,85,15,35,50,26,40,73,40,12,Default,35,32,30,10,12,61,12,42,6,22,82,25,11,45,72,32,10,73,25,6,5,74,20,93,5,6,61,71,69,6,10,35,50,66,74,45,12,69,41,10,6,76,51
44,Drew,Lock,QB,3,24,76,228,67,67,68,28,26,42,31,10,24,22,16,Default,46,45,15,29,71,76,12,19,77,12,77,18,78,20,13,89,20,14,67,80,23,86,37,87,17,83,83,18,92,78,14,33,10,14,23,57,54,13,81,10,78,14,80
45,Jonathon,Cooper,ROLB,53,23,75,256,67,70,68,21,81,32,23,66,45,79,36,Default Stride Loose,27,31,69,15,17,80,12,78,6,17,74,18,14,72,45,17,10,24,23,6,10,85,23,85,5,7,82,45,77,6,27,36,73,45,82,31,29,45,65,49,5,45,73
46,McTelvin,Agim,RE,95,23,75,309,67,64,83,25,80,36,17,68,45,80,31,Default Stride Awkward,41,24,61,22,12,75,24,79,6,21,74,25,10,67,45,19,10,35,38,6,7,81,20,92,3,6,73,45,90,6,22,33,72,45,79,40,19,45,61,18,6,45,70
47,Mike,Boone,HB,26,26,70,205,67,62,69,56,38,67,75,12,43,33,19,Default Stride Loose,66,82,20,59,19,93,55,21,25,12,84,19,16,26,26,35,78,42,76,10,53,89,50,79,47,30,90,34,82,10,14,78,11,31,40,86,74,48,80,16,15,33,86
48,Quinn,Meinerz,RG,77,22,75,320,67,67,90,10,27,25,20,27,70,32,17,Default Stride Awkward,35,18,26,15,12,78,15,41,6,13,79,19,15,33,67,21,10,84,18,6,7,82,12,90,3,6,73,70,87,6,12,31,30,65,88,22,33,66,51,10,6,71,66
49,Brett,Jones,C,65,30,74,312,66,70,84,14,31,29,20,13,68,41,14,Default Stride Awkward,30,21,19,13,12,74,15,47,6,20,83,20,12,26,77,24,9,78,23,6,5,74,14,84,5,6,68,67,78,6,12,25,12,75,77,36,14,76,48,8,6,70,58
50,Essang,Bassey,CB,34,23,69,190,66,62,56,43,68,68,70,35,37,55,69,Short Stride Loose,29,80,60,40,10,93,30,56,5,15,87,17,14,53,35,30,60,17,68,6,31,91,66,89,26,10,90,35,88,6,65,35,28,35,47,60,45,35,89,66,6,35,85
51,Diontae,Spencer,WR,11,29,68,170,65,64,55,78,26,78,73,10,47,23,25,Short Stride Loose,40,79,16,70,23,90,63,16,22,14,82,19,20,22,13,33,79,17,77,10,67,90,78,83,69,26,92,16,79,27,18,35,10,10,38,74,67,25,82,12,17,19,82
52,Eric,Saubert,TE,82,27,77,243,65,63,73,74,36,75,69,19,63,30,15,Long Stride Loose,69,71,20,61,13,85,62,39,10,22,80,26,10,32,61,20,10,51,73,6,56,88,80,91,51,15,82,60,83,10,12,70,20,62,66,75,68,62,64,10,6,64,76
53,Justin,Strnad,MLB,40,25,75,238,64,66,71,51,81,60,35,55,45,75,63,Default Stride Loose,29,43,63,24,13,74,17,83,10,15,90,20,14,64,45,30,30,17,46,15,14,88,57,83,7,15,86,45,77,15,58,39,48,45,68,58,18,45,76,50,10,45,82
54,P.J.,Locke,SS,37,24,70,202,63,60,66,48,75,63,57,58,16,66,64,Default Stride Loose,31,64,62,20,15,86,23,83,10,18,88,21,18,56,33,27,60,23,56,15,10,88,62,87,10,15,87,33,89,15,60,47,52,34,69,58,40,25,83,63,10,33,82
55,Andre,Mintze,LOLB,48,22,75,249,62,55,72,33,75,42,38,68,45,76,34,Long Stride Loose,44,43,52,17,12,82,17,77,6,20,80,20,15,67,45,24,10,25,35,6,13,89,35,89,7,6,85,45,78,6,29,40,66,45,74,41,38,45,62,35,6,45,72
56,Tyrie,Cleveland,WR,16,23,74,209,62,66,59,75,30,78,67,10,46,31,15,Default,37,71,13,65,22,86,56,19,10,10,81,16,15,25,29,22,70,30,71,6,64,92,75,86,61,15,90,34,79,10,10,46,10,29,44,75,66,39,81,10,6,26,82
57,Aaron,Patrick,LOLB,94,24,76,245,61,53,70,54,79,53,59,65,45,74,45,Long Stride Loose,44,65,52,32,17,89,36,80,10,48,77,53,13,59,45,28,30,20,58,15,26,88,52,87,23,15,82,45,75,15,39,42,61,45,59,55,45,45,68,50,10,45,78
58,Jonas,Griffith,MLB,50,24,76,250,61,51,77,44,80,59,43,49,45,79,57,Long Stride Loose,32,49,50,15,12,85,15,81,6,14,79,20,10,74,45,18,10,22,51,6,5,82,48,88,5,6,81,45,80,6,49,39,54,45,79,53,41,45,65,39,6,45,78
59,Austin,Schlottmann,RG,71,25,78,300,60,65,85,20,31,36,10,10,65,35,12,Default Stride Awkward,15,10,10,16,12,74,32,15,6,21,80,20,10,25,65,17,10,73,15,6,10,83,20,87,8,6,72,63,85,6,12,10,10,61,74,29,5,63,45,10,6,66,67
60,Natrez,Patrick,ROLB,57,24,75,242,59,57,70,24,77,45,30,58,45,74,48,Long Stride Loose,35,22,54,10,12,76,20,79,6,20,80,20,15,67,45,30,10,14,35,6,5,82,20,84,5,6,76,45,79,6,42,40,67,45,77,35,10,45,65,37,6,45,77
61,Brett,Rypien,QB,4,25,74,202,58,67,52,28,32,46,33,10,16,31,15,Default Stride High and Tight,29,55,15,25,59,80,20,16,71,18,68,21,75,22,18,83,13,19,59,74,18,84,29,88,16,77,76,12,81,78,11,41,10,14,16,55,37,17,81,10,73,10,80
62,Calvin,Anderson,RT,76,25,77,300,57,63,83,10,23,30,19,20,62,30,15,Default Stride Awkward,31,21,10,10,12,76,12,44,6,22,83,24,7,15,64,25,10,81,20,6,5,80,12,87,5,6,62,60,86,6,12,26,32,60,78,33,8,63,58,10,6,64,73
63,Jacob,Bobenmoyer,TE,46,24,74,235,31,56,68,46,69,52,47,49,53,69,47,Default Stride Loose,46,51,48,33,11,76,30,72,16,19,85,21,10,60,44,27,18,55,45,17,29,87,38,91,25,18,78,44,90,19,41,52,60,51,70,40,43,48,69,46,13,40,73
