,firstName,lastName,position,jerseyNum,age,height,weight,overall_rating,awareness_rating,strength_rating,catchInTraffic_rating,pursuit_rating,catching_rating,spinMove_rating,finesseMoves_rating,runBlock_rating,tackle_rating,zoneCoverage_rating,runningStyle_rating,trucking_rating,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,breakSack_rating,jumping_rating,release_rating,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,stamina_rating,kickPower_rating,throwUnderPressure_rating,blockShedding_rating,passBlockFinesse_rating,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,playAction_rating,mediumRouteRunning_rating,acceleration_rating,spectacularCatch_rating,injury_rating,deepRouteRunning_rating,throwAccuracyShort_rating,speed_rating,runBlockPower_rating,toughness_rating,throwOnTheRun_rating,manCoverage_rating,stiffArm_rating,powerMoves_rating,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,passBlock_rating,changeOfDirection_rating,press_rating,throwAccuracyDeep_rating,runBlockFinesse_rating,agility_rating
14,Cameron,Sutton,CB,20,26,71,188,77,84,69,64,68,69,68,36,35,56,76,Short Stride High and Tight,31,85,82,26,13,82,20,59,6,18,93,22,12,47,35,24,83,19,75,6,16,90,62,88,11,6,88,35,79,6,78,33,29,35,50,62,63,35,86,76,6,35,90
15,Joe,Schobert,MLB,93,27,73,245,77,82,76,45,85,70,26,52,45,83,71,Default Stride Loose,33,35,83,17,12,85,22,80,6,18,90,21,10,76,44,23,10,19,46,6,7,86,50,91,5,6,82,44,92,6,59,36,54,44,79,42,20,45,75,52,6,44,80
16,Terrell,Edmunds,SS,34,24,73,217,77,76,74,53,77,69,63,49,35,73,77,Short Stride Loose,43,73,73,26,11,94,20,87,6,13,90,18,15,64,35,25,55,16,67,10,20,90,61,88,15,10,90,35,82,10,73,50,41,35,64,71,57,35,82,67,6,35,84
17,Pat,Freiermuth,TE,88,22,77,258,76,78,77,81,59,86,61,44,62,58,41,Long Stride Default,75,65,41,70,19,88,74,58,15,62,87,72,13,55,58,30,30,56,73,6,64,85,84,90,60,50,80,61,86,12,32,73,49,61,69,73,67,61,70,26,10,58,77
18,Alex,Highsmith,ROLB,56,24,75,242,75,70,76,24,83,51,27,78,45,83,59,Long Stride Loose,32,32,67,10,12,81,14,80,6,10,80,14,10,73,45,24,10,12,31,6,5,85,27,91,5,6,82,45,85,6,52,32,70,45,80,46,16,45,74,42,6,45,82
19,Ahkello,Witherspoon,CB,25,26,74,195,74,76,56,53,78,66,66,33,35,49,78,Default Stride Loose,25,73,73,27,10,92,24,44,6,20,91,20,11,58,35,35,55,13,61,6,17,92,63,88,10,6,90,35,68,6,74,31,26,35,43,59,44,35,86,76,6,35,87
20,James,Washington,WR,13,25,71,213,74,73,68,83,34,81,82,10,49,32,24,Default Stride Loose,64,77,18,76,26,84,77,26,13,13,86,20,19,18,26,29,73,32,83,10,77,89,88,93,79,17,91,33,86,14,15,73,10,32,59,77,77,36,82,18,10,27,85
21,Ben,Roethlisberger,QB,7,39,77,240,73,79,82,15,52,52,54,10,12,47,13,Default,61,59,19,15,83,73,15,12,82,59,83,63,79,45,15,85,10,10,68,83,14,77,15,86,12,88,71,12,96,82,12,70,10,15,12,60,64,15,62,10,79,12,67
22,Benny,Snell,HB,24,23,70,224,73,80,74,51,37,65,77,10,41,37,21,Default,86,82,24,60,28,73,52,32,27,22,90,20,18,34,37,32,75,44,82,16,53,87,49,95,40,34,85,32,89,27,14,81,14,40,44,90,81,55,82,19,19,26,83
23,Kendrick,Green,C,53,22,74,315,73,82,91,15,41,23,10,24,74,48,12,Long Stride Default,25,10,26,10,12,85,15,33,6,11,83,11,11,48,71,25,10,88,13,6,5,84,16,94,5,6,76,72,80,6,12,12,45,69,91,29,9,70,58,10,6,76,58
24,Kevin,Dotson,LG,69,24,76,321,73,81,90,15,28,30,10,10,69,34,12,Default Stride Awkward,25,10,22,15,12,78,15,25,6,11,90,11,11,30,73,25,10,83,15,6,5,79,15,94,5,6,66,71,92,6,12,10,10,77,87,28,9,75,52,10,6,67,60
25,Chris,Wormley,LE,95,27,77,300,72,70,83,22,82,31,15,61,45,81,29,Long Stride Loose,39,27,68,13,12,77,16,80,6,13,74,10,13,72,45,21,10,14,27,6,6,87,18,90,3,6,76,45,81,6,21,33,74,45,85,27,14,45,58,15,6,45,77
26,Pressley,Harvin III,P,6,22,71,255,72,57,66,15,28,46,10,10,21,36,12,Default Stride Awkward,37,10,10,15,31,65,15,47,41,73,84,94,24,13,16,55,10,21,10,25,15,70,34,92,15,47,60,17,76,29,12,15,10,16,24,56,16,16,52,10,39,17,67
27,Kalen,Ballage,HB,29,25,74,231,71,68,77,60,32,66,72,10,32,26,20,Default,83,83,16,67,31,88,61,29,36,14,87,18,25,27,30,36,40,32,76,25,62,92,54,91,55,40,91,27,86,34,15,77,10,36,38,87,77,50,84,20,28,23,87
28,James,Pierre,CB,42,24,72,183,70,70,60,57,72,65,63,37,34,60,74,Default Stride Loose,25,75,66,52,13,81,49,68,6,15,90,11,10,46,35,27,76,13,65,6,42,90,65,87,35,6,91,35,76,6,69,32,29,35,43,56,53,26,83,71,6,35,84
29,Justin,Layne,CB,31,23,74,192,70,66,55,65,75,69,67,45,34,59,69,Long Stride Loose,42,74,64,56,12,89,50,50,10,22,87,25,10,51,22,35,45,11,70,6,46,89,66,90,39,15,89,34,86,10,71,40,30,22,45,64,55,28,90,77,6,35,87
30,Ray-Ray,McCloud III,WR,14,24,69,190,70,65,51,81,39,84,67,19,50,34,17,Default,58,86,21,77,13,83,62,26,10,13,80,19,15,26,15,22,79,26,83,6,71,92,77,91,69,15,90,39,84,10,20,61,13,20,43,66,75,32,84,19,6,33,87
31,Robert,Spillane,MLB,41,25,73,229,69,68,71,42,82,67,38,50,45,82,65,Default Stride Loose,45,46,72,15,12,79,12,82,6,12,84,18,10,65,45,21,10,16,43,6,5,87,33,86,5,6,85,45,82,6,57,40,56,45,75,60,31,45,73,46,6,45,79
32,Taco,Charlton,ROLB,98,26,78,270,69,63,80,25,79,43,38,74,45,79,48,Long Stride Loose,41,48,65,15,12,80,20,79,6,14,78,17,15,68,45,33,10,19,43,6,8,88,30,94,4,6,78,45,86,6,42,47,61,45,80,45,28,45,67,29,6,45,79
33,Derek,Watt,FB,44,28,74,234,68,69,74,49,48,68,62,35,60,46,20,Default Stride High and Tight,77,70,20,61,12,81,50,49,15,19,87,19,15,47,41,27,32,72,74,10,51,85,42,90,43,20,79,50,90,10,15,73,30,46,60,77,41,62,74,20,10,45,74
34,Anthony,McFarland,HB,26,22,68,193,67,62,67,49,25,62,71,10,28,25,15,Default,68,81,14,55,21,76,47,16,15,13,80,18,11,20,28,26,60,27,75,16,47,89,45,84,38,20,91,21,78,15,10,71,10,26,29,82,75,40,89,15,10,24,89
35,B.J.,Finney,LG,67,29,76,318,67,77,82,10,30,35,10,10,64,35,12,Default Stride Awkward,24,10,10,10,12,62,12,12,6,22,84,22,10,10,71,26,10,57,10,6,5,72,12,92,5,6,62,66,83,6,12,10,10,75,82,39,6,73,49,10,6,62,66
36,Chukwuma,Okorafor,RT,76,24,78,320,67,76,85,15,26,24,10,14,73,28,13,Long Stride Awkward,24,10,18,15,12,61,13,29,6,13,88,18,13,24,72,18,10,77,10,6,10,76,12,91,7,6,62,71,81,6,11,10,18,68,79,27,12,70,54,10,6,74,61
37,Miles,Killebrew,SS,28,28,74,222,67,67,76,44,72,69,57,46,19,70,60,Long Stride Default,53,69,69,20,18,86,23,89,6,18,83,21,12,59,33,27,42,19,53,6,10,88,63,88,10,6,86,33,87,6,54,48,51,34,64,76,48,25,77,67,6,33,84
38,Buddy,Johnson,MLB,45,22,73,240,66,67,75,42,82,61,39,46,45,79,60,Default Stride Loose,48,45,67,36,39,91,38,83,29,15,85,19,33,65,45,51,10,36,47,32,33,88,49,90,31,41,86,45,87,37,53,41,49,45,72,59,37,45,65,38,26,45,73
39,Dan,Moore Jr,LT,65,22,77,315,66,78,88,11,25,27,10,16,73,36,13,Default Stride Awkward,35,10,31,13,12,75,12,31,6,12,84,19,10,29,65,13,10,76,15,6,5,77,15,92,5,6,65,74,73,6,12,20,21,63,80,36,8,64,46,10,6,71,66
40,Isaiah,Buggs,DT,96,25,75,295,66,71,83,20,76,36,31,58,45,76,28,Default Stride Awkward,35,28,72,15,12,63,31,74,6,20,71,20,10,69,45,20,10,18,39,6,8,79,25,88,4,6,67,45,81,6,20,40,70,45,79,40,24,45,54,37,6,45,60
41,Henry,Mondeaux,RE,99,25,76,280,65,60,81,18,77,28,18,59,45,79,25,Long Stride Loose,29,21,62,14,12,78,12,78,12,21,75,22,10,69,45,24,10,16,22,9,7,81,15,89,3,17,74,45,82,9,19,28,72,45,79,26,13,45,63,17,9,45,63
42,Tre,Norwood,FS,21,22,72,192,65,68,59,59,77,68,65,41,35,58,68,Default Stride Loose,36,69,67,24,14,81,30,52,6,12,89,17,10,49,35,31,45,28,60,6,14,89,62,84,11,6,87,35,79,6,63,38,35,35,54,60,54,35,81,66,6,35,79
43,Arthur,Maulet,CB,35,28,70,190,64,69,58,62,72,66,68,49,35,60,65,Short Stride Loose,38,77,70,33,15,86,24,63,6,25,89,22,14,52,35,31,50,14,66,6,23,89,64,88,16,6,85,35,81,6,65,38,38,35,44,57,65,35,82,63,6,35,81
44,Demarcus,Christmas,DT,93,26,76,302,64,58,83,19,79,29,12,52,45,81,25,Long Stride Loose,27,22,61,13,12,66,14,76,6,14,69,19,10,68,45,20,10,34,20,6,7,80,17,88,4,6,68,45,91,6,14,27,66,45,84,32,15,45,49,13,6,45,59
45,Marcus,Allen,MLB,27,25,74,215,64,67,57,45,78,57,51,37,35,74,66,Default Stride Loose,27,54,65,15,10,88,12,86,10,10,91,15,23,61,35,25,10,23,47,10,13,90,61,92,10,10,85,35,85,10,60,39,31,35,71,57,39,35,79,64,10,35,79
46,Carlos,Davis,DT,73,25,74,320,63,61,85,10,76,30,10,60,50,78,20,Default Stride Awkward,28,10,58,15,12,76,12,78,6,21,74,26,10,62,45,29,15,48,10,6,10,85,12,84,6,6,78,47,83,6,12,32,63,45,77,40,10,47,59,10,6,49,61
47,Dwayne,Haskins Jr,QB,3,24,75,220,63,58,69,18,36,23,37,10,17,38,12,Long Stride Default,37,66,18,15,69,71,13,35,77,16,79,22,74,27,13,88,10,13,70,79,14,83,14,90,12,79,78,19,79,78,10,29,10,16,29,61,42,18,76,10,76,18,83
48,Isaiahh,Loudermilk,LE,92,23,78,293,63,61,79,40,80,51,34,66,45,78,24,Long Stride Loose,43,39,64,28,12,71,28,81,6,15,77,15,13,69,45,28,10,29,44,6,23,80,44,85,18,6,70,45,86,6,14,43,64,45,78,49,29,45,63,15,6,45,67
49,Ulysees,Gilbert III,MLB,54,24,72,230,63,60,68,41,77,56,44,51,45,81,63,Default Stride Loose,35,53,57,15,12,93,13,77,6,12,86,18,10,66,45,23,10,22,50,6,5,90,41,87,5,6,88,45,83,6,56,34,46,45,69,61,35,45,74,46,6,45,83
50,Joe,Haeg,RT,71,28,78,298,62,77,83,25,29,26,11,15,63,32,15,Default Stride Awkward,27,22,20,15,12,74,20,20,6,21,86,22,14,32,66,24,10,64,16,6,5,80,15,92,5,6,66,65,93,6,13,19,25,71,76,29,8,68,57,17,6,61,72
51,Mason,Rudolph,QB,2,26,77,235,62,63,68,24,32,40,42,10,17,31,16,Long Stride High and Tight,51,56,20,24,66,71,18,17,76,16,67,20,78,22,10,84,14,20,65,77,19,83,20,91,15,82,76,13,87,71,10,44,10,13,24,66,48,14,68,10,78,10,71
52,Zach,Banner,RT,72,27,80,335,62,67,86,12,12,28,13,10,69,34,15,Default Stride Awkward,46,19,15,12,12,61,12,38,6,20,80,20,10,36,63,25,10,79,25,6,5,73,12,83,5,6,52,70,73,6,12,28,10,67,77,26,10,65,33,10,6,67,52
53,Joshua,Dobbs,QB,5,26,75,216,61,53,77,42,34,56,71,10,20,33,25,Long Stride Default,75,73,18,30,70,80,28,39,77,15,75,20,71,27,20,84,15,26,83,80,20,87,47,84,10,80,84,15,84,77,18,67,10,20,36,56,73,24,78,15,75,15,86
54,Derrek,Tuszka,LOLB,48,25,77,251,60,52,78,45,75,62,54,61,45,72,52,Long Stride Default,46,61,55,32,16,81,34,80,6,41,73,45,10,63,45,29,20,27,52,6,26,86,47,90,19,6,79,45,87,6,43,53,65,45,77,59,39,45,74,39,6,45,88
55,Zach,Gentry,TE,81,24,80,265,60,63,72,74,30,76,57,10,59,32,22,Long Stride Default,64,63,17,59,43,73,61,15,49,22,80,14,46,22,58,63,25,49,63,28,53,83,73,88,48,52,80,55,83,42,11,68,10,55,63,68,57,62,65,15,45,58,77
56,Cody,White,WR,15,22,75,215,59,53,69,80,35,77,69,21,50,37,24,Default,49,73,24,64,23,85,64,36,10,16,84,22,19,31,25,30,65,33,74,15,66,86,76,87,63,15,84,34,79,15,22,56,22,27,48,69,67,40,71,34,10,31,77
57,Christian,Kuntz,MLB,46,27,73,228,58,56,76,46,78,61,45,54,45,76,49,Default Stride Loose,45,49,54,29,12,78,16,80,6,20,79,20,10,63,45,25,15,25,50,6,24,85,42,90,22,15,79,45,85,6,39,46,59,45,65,44,40,45,75,45,6,45,78
58,J.C.,Hassenauer,C,60,25,74,295,57,69,84,15,35,30,10,10,63,35,19,Default Stride Awkward,21,10,26,15,12,69,15,20,6,12,85,16,13,29,64,31,10,78,10,6,5,77,15,87,5,6,65,61,84,6,11,10,10,60,76,40,6,62,49,10,6,64,55
59,Kevin,Rader,TE,87,26,76,250,57,59,72,73,36,73,46,10,58,31,16,Long Stride Default,60,53,21,58,18,82,54,28,15,19,81,19,11,31,56,19,11,51,61,10,52,82,70,93,46,6,75,58,84,10,10,55,10,58,67,68,46,59,69,19,10,54,79
