,firstName,lastName,position,jerseyNum,age,height,weight,overall_rating,awareness_rating,strength_rating,catchInTraffic_rating,pursuit_rating,catching_rating,spinMove_rating,finesseMoves_rating,runBlock_rating,tackle_rating,zoneCoverage_rating,runningStyle_rating,trucking_rating,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,breakSack_rating,jumping_rating,release_rating,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,stamina_rating,kickPower_rating,throwUnderPressure_rating,blockShedding_rating,passBlockFinesse_rating,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,playAction_rating,mediumRouteRunning_rating,acceleration_rating,spectacularCatch_rating,injury_rating,deepRouteRunning_rating,throwAccuracyShort_rating,speed_rating,runBlockPower_rating,toughness_rating,throwOnTheRun_rating,manCoverage_rating,stiffArm_rating,powerMoves_rating,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,passBlock_rating,changeOfDirection_rating,press_rating,throwAccuracyDeep_rating,runBlockFinesse_rating,agility_rating
46,La'Mical,Perine,HB,22,23,71,216,66,71,75,48,43,67,70,23,42,44,33,Default Stride Loose,80,76,26,56,23,83,48,44,15,16,82,20,12,41,28,29,65,44,79,15,48,86,45,88,41,20,85,34,83,15,23,78,25,36,46,90,74,59,80,26,10,30,81
47,Quincy,Williams,ROLB,56,25,71,225,66,68,65,33,81,59,32,58,29,78,64,Default Stride Loose,30,38,65,15,12,89,18,87,6,19,83,19,13,65,43,25,10,26,35,6,6,89,48,85,5,6,87,44,86,6,59,39,49,44,69,44,18,21,73,50,6,44,78
48,Brandin,Echols,CB,26,23,70,175,65,57,52,52,65,56,64,38,35,55,67,Default Stride Loose,33,74,56,45,31,95,33,47,14,16,88,21,13,43,35,32,65,14,68,23,40,93,55,86,37,19,93,35,85,21,62,32,29,35,39,62,45,35,88,64,12,35,89
49,Hamsah,Nasirildeen,ROLB,45,22,75,215,65,64,67,66,77,71,65,52,35,81,60,Long Stride Default,45,73,60,36,26,78,54,83,10,18,87,18,13,66,35,27,54,34,72,11,37,89,76,82,32,15,87,35,85,15,53,53,44,35,73,62,55,35,80,77,10,35,82
50,Jamien,Sherwood,MLB,44,21,74,216,65,66,65,57,79,63,61,49,35,78,63,Default Stride Loose,55,68,69,35,45,86,34,85,33,20,88,25,29,62,35,43,45,29,67,28,31,87,60,88,29,37,82,35,87,32,66,57,50,35,62,64,54,35,77,74,29,35,79
51,Jason,Pinnock,CB,41,22,73,204,65,61,61,61,62,68,65,37,39,58,64,Default Stride Loose,41,72,58,47,12,93,51,59,6,20,88,20,10,52,35,35,60,28,69,6,44,92,69,89,40,6,89,39,87,6,61,47,33,35,54,56,51,35,86,76,6,39,87
52,Jonathan,Marshall,DT,96,23,75,310,65,63,86,33,76,39,37,56,45,74,26,Long Stride Loose,51,40,60,29,12,77,25,81,6,18,77,20,10,68,45,19,40,35,44,6,24,85,35,87,15,6,79,45,83,6,20,46,63,45,80,44,28,45,60,22,6,45,72
53,Sharrod,Neasman,SS,35,29,72,198,65,64,77,60,70,68,50,53,35,69,59,Short Stride Bread Loaf,55,54,66,25,10,86,35,75,6,13,88,14,14,62,35,15,40,15,50,6,15,90,65,87,10,6,82,35,78,6,65,58,58,35,60,55,60,35,83,67,6,35,84
54,Cameron,Clark,RG,72,23,76,308,64,69,86,12,26,26,10,10,66,27,12,Long Stride Awkward,15,10,28,17,12,64,14,12,6,25,84,25,14,14,68,30,10,78,10,6,12,78,15,87,10,6,63,65,89,6,12,15,15,66,82,27,5,67,52,10,6,69,59
55,Kenny,Yeboah,TE,83,22,76,250,64,61,70,76,42,74,63,10,57,43,44,Long Stride Loose,67,70,39,64,24,84,62,31,10,58,86,70,10,40,59,29,40,52,73,6,59,85,75,88,57,15,83,55,84,10,15,65,10,55,64,76,57,58,74,34,6,57,82
56,Nick,Bawden,FB,48,25,74,245,64,57,80,47,52,64,53,15,66,37,16,Default Stride High and Tight,74,57,25,52,32,83,46,36,40,13,79,18,34,43,42,54,30,75,63,26,44,88,41,88,36,45,82,60,88,44,11,68,15,47,66,72,32,64,73,10,35,55,78
57,Tim,Ward,LE,51,24,78,255,64,58,77,31,77,43,36,64,45,80,36,Long Stride Loose,33,42,56,23,12,80,15,81,6,17,74,15,10,63,45,24,10,11,39,6,17,86,35,86,12,6,78,45,85,6,28,29,67,45,75,45,26,45,64,30,6,45,74
58,Trevon,Wesco,TE,85,25,75,268,64,63,78,76,40,77,70,10,61,36,15,Long Stride Default,73,61,16,59,41,76,60,35,37,16,83,21,30,33,53,56,28,73,74,27,54,83,78,85,50,42,76,57,78,48,12,65,17,56,71,75,68,56,70,16,32,61,81
59,Del'Shawn,Phillips,LOLB,43,24,74,230,63,56,72,42,77,65,54,52,45,77,61,Default Stride Loose,46,62,58,15,15,88,19,84,6,14,82,15,13,66,45,25,10,20,44,6,10,85,60,86,6,6,85,45,83,6,52,41,46,45,72,58,43,45,71,46,6,45,78
60,Elijah,Riley,FS,33,23,71,205,63,58,70,60,74,68,66,44,22,69,63,Default Stride Loose,38,74,60,41,29,86,29,80,12,12,89,16,15,52,35,18,35,13,71,14,35,89,63,85,28,15,86,35,92,16,61,37,37,35,65,65,57,18,82,70,11,35,83
61,Matt,Ammendola,K,6,24,69,193,63,47,52,15,41,25,20,10,16,30,14,Short Stride Awkward,10,24,29,15,18,73,15,19,24,64,86,92,22,19,17,29,10,16,21,20,15,80,16,90,15,28,68,16,75,27,15,10,10,17,16,34,13,17,58,10,21,16,66
62,Rachad,Wildgoose,CB,29,21,70,191,62,60,54,47,67,57,61,39,35,50,60,Default Stride Loose,25,66,55,20,10,86,12,55,6,11,89,10,11,47,35,25,45,16,58,6,10,90,55,85,10,6,88,35,73,6,64,31,34,35,47,53,40,35,85,70,6,35,81
63,Conor,McDermott,LT,69,28,80,310,56,64,84,18,25,23,12,10,62,17,14,Long Stride Awkward,29,18,21,22,12,71,16,20,6,26,81,16,12,18,62,33,10,71,18,6,12,78,16,87,7,6,67,59,86,6,10,23,28,65,73,21,6,63,51,10,6,64,66
64,Isaiah,Williams,LT,71,27,75,306,55,58,83,20,29,26,10,10,67,35,13,Default Stride Awkward,22,13,18,20,12,66,25,20,6,36,80,33,10,16,60,33,10,50,12,6,10,77,25,88,6,6,64,65,78,6,10,10,10,57,75,20,9,58,52,10,6,68,58
65,Mike,White,QB,5,26,77,218,55,63,54,15,24,31,27,10,22,26,17,Long Stride Default,21,35,18,21,49,68,12,12,71,15,74,18,73,22,17,83,10,16,43,75,14,80,19,94,13,79,70,21,88,73,11,26,10,18,20,57,22,19,72,10,64,18,71
66,Thomas,Hennessy,TE,42,27,74,246,31,58,67,49,44,61,25,10,45,56,24,Long Stride Loose,34,30,37,44,10,73,30,60,6,13,77,13,10,48,40,38,10,58,25,6,39,81,52,87,34,6,70,40,76,6,25,45,10,50,72,63,15,59,70,15,6,35,71
