,firstName,lastName,position,jerseyNum,age,height,weight,overall_rating,awareness_rating,strength_rating,catchInTraffic_rating,pursuit_rating,catching_rating,spinMove_rating,finesseMoves_rating,runBlock_rating,tackle_rating,zoneCoverage_rating,runningStyle_rating,trucking_rating,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,breakSack_rating,jumping_rating,release_rating,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,stamina_rating,kickPower_rating,throwUnderPressure_rating,blockShedding_rating,passBlockFinesse_rating,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,playAction_rating,mediumRouteRunning_rating,acceleration_rating,spectacularCatch_rating,injury_rating,deepRouteRunning_rating,throwAccuracyShort_rating,speed_rating,runBlockPower_rating,toughness_rating,throwOnTheRun_rating,manCoverage_rating,stiffArm_rating,powerMoves_rating,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,passBlock_rating,changeOfDirection_rating,press_rating,throwAccuracyDeep_rating,runBlockFinesse_rating,agility_rating
10,Raheem,Mostert,HB,31,29,70,205,82,78,67,53,51,63,78,10,49,41,20,Default,74,86,20,60,20,89,53,20,30,25,89,25,11,27,20,30,84,38,85,15,54,95,52,79,47,35,96,32,82,15,15,80,10,25,30,88,82,63,87,20,20,30,89
11,Jaquiski,Tartt,FS,3,29,73,215,81,80,65,44,84,67,49,59,35,72,80,Default Stride Loose,57,54,82,20,15,82,25,86,6,22,87,19,15,66,35,21,35,18,45,6,10,92,62,88,10,6,90,35,86,6,77,42,44,35,63,62,30,35,80,82,6,35,83
12,Dee,Ford,LE,55,30,74,252,80,83,84,15,85,45,60,80,45,80,64,Default Stride Awkward,28,40,78,15,12,84,30,76,6,12,83,14,16,70,45,25,10,17,32,6,5,86,20,83,5,6,84,45,86,6,53,35,75,45,77,50,21,45,70,20,6,45,87
13,Laken,Tomlinson,LG,75,29,75,312,80,89,87,10,35,20,10,10,82,35,15,Default Stride Awkward,15,10,20,10,12,77,12,20,6,20,85,20,14,20,80,20,10,84,10,6,5,80,12,92,5,6,65,78,84,6,12,10,10,82,82,25,5,81,50,10,6,84,60
14,Mike,McGlinchey,RT,69,26,80,310,80,75,89,17,27,28,10,10,91,32,13,Long Stride Awkward,22,10,20,15,12,71,14,38,6,12,86,15,15,32,73,11,10,84,10,6,10,79,15,94,8,6,70,90,95,6,11,10,10,76,83,33,11,75,51,10,6,91,74
15,Robbie,Gould,K,9,38,72,190,80,70,25,10,21,15,10,10,20,23,14,Default Stride Awkward,10,10,19,10,17,27,12,12,30,86,75,94,27,23,16,29,10,15,10,20,10,64,12,90,10,35,57,16,65,20,11,10,10,16,20,40,17,16,45,10,25,16,51
16,Dre,Greenlaw,ROLB,57,24,72,230,79,84,72,35,84,65,47,60,45,87,74,Default Stride Awkward,46,51,81,33,12,80,28,84,6,12,88,18,15,69,45,20,10,27,53,6,25,87,55,84,20,6,84,45,86,6,67,30,54,45,73,55,37,45,74,47,6,45,80
17,K'Waun,Williams,CB,24,30,69,185,79,84,48,55,78,79,70,40,35,62,82,Short Stride Loose,25,72,86,32,12,88,39,65,6,26,92,26,10,57,35,36,45,15,65,6,22,90,70,91,15,6,86,35,74,6,80,30,30,35,45,61,62,35,89,67,6,35,90
18,Mitch,Wishnowsky,P,18,29,74,220,79,66,56,14,46,33,10,10,7,52,27,Long Stride Default,24,10,28,15,17,79,15,63,30,88,87,93,14,23,10,34,10,10,20,20,15,87,18,84,15,30,84,10,83,20,10,10,10,10,24,50,29,9,55,10,25,10,71
19,Josh,Norman,CB,26,33,72,200,78,87,67,50,84,80,73,49,35,62,80,Short Stride Bread Loaf,28,82,80,25,17,90,33,71,6,20,94,20,17,52,35,35,35,17,71,6,15,88,79,96,11,6,88,35,87,6,72,56,45,35,57,64,57,35,87,82,6,35,89
20,Brandon,Aiyuk,WR,11,23,72,200,77,78,65,82,58,85,82,34,48,49,53,Default Stride Loose,62,86,38,80,28,95,78,50,20,13,84,19,23,50,14,33,80,29,89,10,79,92,83,92,77,25,91,28,87,24,48,69,29,19,45,72,80,36,87,43,15,32,91
21,Emmanuel,Moseley,CB,4,25,71,190,76,73,65,33,69,54,62,42,18,53,79,Default Stride Loose,25,71,74,20,10,91,12,59,6,11,89,10,11,47,35,25,45,16,58,6,10,94,61,92,10,6,92,35,82,6,72,31,37,35,51,53,43,10,92,76,6,35,88
22,Javon,Kinlaw,DT,99,23,77,319,76,78,91,16,83,31,24,73,45,82,25,Long Stride Loose,32,29,75,15,12,76,17,80,6,12,80,19,17,74,45,24,10,33,24,6,7,84,17,83,3,6,72,45,86,6,17,31,77,45,83,34,16,45,66,16,6,45,76
23,Maurice,Hurst,DT,96,26,74,291,76,71,92,26,82,45,18,80,45,83,29,Long Stride Awkward,35,27,73,18,12,76,23,82,6,12,80,14,10,76,45,12,17,30,25,6,15,82,23,83,13,6,73,45,90,6,25,34,70,45,87,31,23,45,61,23,6,45,67
24,D.J.,Jones,DT,93,26,72,305,75,79,87,24,81,38,17,57,45,81,27,Long Stride Loose,43,25,77,17,12,71,14,78,6,19,76,23,10,76,45,24,9,36,29,6,9,81,20,90,5,6,70,46,89,6,20,32,74,44,87,31,19,45,63,18,6,45,77
25,Elijah,Mitchell,HB,25,23,70,201,75,76,69,57,34,68,74,12,36,27,18,Default,78,79,19,64,26,88,54,22,17,19,84,20,17,24,34,27,76,30,81,10,57,90,56,86,50,20,90,18,81,10,13,72,11,31,32,91,82,49,86,16,12,27,86
26,Jimmy,Garoppolo,QB,10,29,74,225,75,78,63,15,37,35,56,10,26,16,19,Default,41,63,22,17,76,75,20,12,82,10,87,20,83,16,10,87,10,22,66,91,16,80,25,86,14,88,72,10,91,82,17,39,10,10,28,62,52,10,75,10,79,10,76
27,Trey,Sermon,HB,28,22,72,215,74,67,78,48,36,68,74,14,51,34,17,Long Stride High and Tight,81,86,16,63,34,89,50,31,30,16,85,23,19,31,33,38,38,48,79,23,55,93,49,80,44,34,86,37,81,30,12,81,11,39,52,93,80,57,84,18,26,35,89
28,Mohamed,Sanu Sr,WR,6,32,74,210,73,77,75,83,57,84,74,10,57,47,52,Default Stride Loose,68,77,39,76,56,85,77,15,56,49,86,64,52,60,28,80,77,43,84,33,73,88,84,92,68,62,86,39,85,54,39,79,10,30,62,79,76,47,80,15,56,32,85
29,Samson,Ebukam,RE,56,26,75,245,73,70,83,42,78,52,48,72,45,81,61,Long Stride Loose,52,57,67,23,12,88,17,83,6,20,79,20,15,69,45,25,10,21,46,6,13,89,43,92,7,6,85,45,87,6,48,35,59,45,81,41,26,45,69,36,6,45,82
30,Tavon,Wilson,SS,32,31,72,212,73,78,59,50,77,65,66,59,35,71,73,Default Stride Awkward,47,70,80,30,15,78,20,69,10,15,92,20,16,61,35,30,35,17,60,15,20,86,55,85,15,15,84,35,87,15,74,38,46,35,62,66,40,35,80,75,10,35,83
31,Trey,Lance,QB,5,21,76,224,73,62,71,31,54,51,73,22,27,52,40,Default,72,77,34,27,79,82,21,50,79,18,84,29,78,38,17,91,43,26,87,85,18,90,36,89,14,85,87,18,89,83,32,63,20,15,37,68,77,18,85,32,79,15,87
32,Charles,Omenihu,LE,59,24,77,280,72,75,80,44,80,46,20,70,45,77,45,Long Stride Loose,42,28,70,21,12,87,26,78,6,15,72,15,13,70,45,28,10,17,33,6,14,83,41,89,10,6,75,45,84,6,37,42,78,45,79,41,23,45,66,28,6,45,77
33,Jordan,Willis,RE,94,26,76,270,71,61,84,34,79,42,32,63,45,80,40,Long Stride Loose,36,46,57,17,12,89,24,79,6,22,82,21,15,68,45,25,10,16,47,6,10,88,30,93,6,6,86,45,91,6,29,44,74,45,86,34,29,45,65,36,6,45,80
34,Arden,Key,LE,98,25,77,240,70,72,77,19,79,35,29,76,45,74,42,Long Stride Loose,28,36,69,10,12,76,12,82,6,12,76,17,14,69,45,10,10,14,21,6,8,84,16,87,4,6,78,45,79,6,30,31,67,45,78,32,13,45,65,21,6,45,79
35,Jeff,Wilson Jr,HB,22,25,72,215,70,76,75,51,35,67,76,10,32,35,12,Default Stride Loose,84,79,28,60,25,84,53,16,21,12,85,18,14,30,33,30,82,27,80,15,51,89,46,81,44,26,87,20,83,18,12,76,10,38,56,82,78,59,84,15,16,20,84
36,Travis,Benjamin,WR,17,31,70,175,70,66,38,79,19,79,79,20,46,20,20,Short Stride Loose,37,86,15,71,27,85,68,12,10,15,80,20,20,35,15,30,88,23,84,10,75,90,79,81,76,10,91,32,63,10,15,38,15,13,43,74,74,26,85,13,10,29,89
37,Daniel,Brunskill,RG,60,27,77,300,69,79,80,50,29,53,23,10,74,33,15,Long Stride Default,39,48,15,39,12,71,35,38,6,20,83,21,6,20,72,27,10,79,50,6,29,76,46,91,21,6,65,70,88,6,12,44,10,68,79,49,32,70,52,10,6,77,64
38,Tarvarius,Moore,FS,33,25,74,200,69,66,53,62,71,68,57,36,35,61,69,Short Stride Loose,28,67,64,20,10,91,18,82,10,15,89,11,11,44,35,23,55,17,59,15,16,92,63,87,11,15,93,35,81,15,71,26,29,35,58,63,42,35,84,73,10,35,86
39,Aaron,Banks,RG,65,23,77,325,68,74,85,10,25,30,10,10,72,25,15,Default Stride Awkward,23,10,10,10,12,76,12,29,6,22,84,19,14,15,67,25,10,73,10,6,5,73,12,85,5,6,61,73,85,6,12,25,10,73,81,31,5,70,40,10,6,71,60
40,Dontae,Johnson,CB,27,29,74,200,68,69,60,39,65,60,66,48,35,57,71,Default Stride Loose,33,72,71,30,16,89,20,60,6,19,90,18,10,47,35,25,55,15,62,6,20,90,60,92,13,6,88,35,75,6,65,40,42,35,45,61,56,35,81,72,6,35,87
41,Talanoa,Hufanga,FS,29,21,72,210,68,69,58,57,78,60,63,52,35,67,64,Default Stride Loose,44,67,73,35,36,85,39,87,32,18,88,21,34,61,35,38,44,33,65,35,31,87,53,85,26,35,84,35,87,29,59,43,45,35,63,61,45,35,76,58,30,35,83
42,Trent,Sherfield,WR,81,25,73,219,68,66,54,78,56,83,70,10,57,50,44,Default Stride Loose,42,80,18,74,31,79,68,53,35,11,82,19,24,35,27,48,60,22,72,31,72,90,77,90,70,40,91,25,68,36,30,47,10,25,42,73,69,40,85,27,29,15,87
43,Trenton,Cannon,HB,49,27,71,185,68,58,61,44,31,62,76,10,27,34,19,Short Stride Default,46,82,12,58,25,87,48,20,26,13,79,18,23,21,30,37,83,27,76,17,54,94,48,87,50,31,92,21,70,30,12,64,10,27,28,80,70,39,89,13,22,16,87
44,Ross,Dwelley,TE,82,26,77,235,67,77,72,78,28,83,54,17,58,33,21,Long Stride Default,65,60,22,67,14,69,65,27,10,15,78,18,10,29,51,30,18,55,60,6,63,83,80,87,55,15,77,58,85,10,14,57,17,55,64,72,50,57,68,17,6,54,72
45,Ambry,Thomas,CB,20,21,72,189,66,61,61,49,69,64,70,37,35,61,62,Default Stride Loose,24,80,62,25,10,90,35,63,6,12,87,15,13,46,35,10,74,17,68,6,15,90,63,90,10,6,92,35,86,6,67,28,33,35,50,54,44,35,79,75,6,35,80
46,Azeez,Al-Shaair,LOLB,51,24,73,228,66,66,67,48,81,57,33,51,45,80,63,Default Stride Loose,37,31,65,17,13,80,18,83,6,20,79,16,11,67,45,27,10,17,33,6,12,87,41,80,9,6,82,45,81,6,54,40,56,45,72,46,22,45,70,47,6,45,77
47,Deommodore,Lenoir,CB,38,21,70,199,66,68,59,53,74,60,67,38,35,63,67,Short Stride Loose,42,74,61,35,10,83,41,57,6,17,90,22,10,44,37,25,64,28,69,6,32,91,56,91,30,6,91,35,87,6,61,41,34,37,52,59,49,37,80,74,6,35,83
48,JaMycal,Hasty,HB,23,24,68,205,66,65,63,53,32,69,74,10,27,28,20,Default,60,77,16,61,23,89,53,20,15,18,85,20,12,24,25,23,71,26,77,10,53,89,53,84,45,20,88,15,82,14,14,69,10,22,29,84,73,49,87,15,10,18,84
49,Kentavius,Street,DT,95,25,74,287,66,59,89,37,77,46,32,70,45,77,30,Long Stride Loose,42,41,56,35,12,79,35,83,6,15,78,16,11,61,45,26,12,33,41,6,31,86,40,82,27,6,77,45,86,6,25,42,64,45,82,49,26,45,57,21,6,45,77
50,Kevin,Givens,DT,90,24,73,285,66,63,86,10,78,32,13,74,45,77,29,Long Stride Awkward,35,17,60,10,12,76,12,75,6,20,75,20,10,71,45,25,10,32,16,6,3,78,12,86,2,6,70,45,88,6,19,24,67,45,80,27,17,45,60,10,6,45,68
51,Marcell,Harris,ROLB,36,27,72,215,66,68,61,54,75,61,62,44,35,72,72,Short Stride Loose,38,62,65,15,15,81,25,85,6,14,87,17,16,53,35,35,45,22,61,6,10,88,60,82,10,6,86,35,80,6,68,47,34,35,63,60,40,35,78,70,6,35,81
52,Tom,Compton,RT,66,32,78,315,66,77,87,15,45,29,10,30,73,35,11,Default Stride Awkward,19,10,21,15,12,74,15,40,6,15,86,27,10,32,65,31,10,78,10,6,5,79,15,94,5,6,68,69,85,6,11,10,40,68,80,35,8,67,49,10,6,75,61
53,Justin,Skule,LT,67,24,79,315,65,77,85,26,33,28,10,17,68,32,12,Default Stride Awkward,24,13,21,23,12,65,47,38,6,22,80,20,10,30,70,18,10,82,14,6,13,77,24,85,7,6,64,65,85,6,12,10,22,65,78,22,8,67,53,10,6,72,68
54,Charlie,Woerner,TE,89,23,77,245,64,67,77,74,58,79,51,42,58,58,57,Long Stride Default,67,55,58,62,21,83,61,63,16,13,82,17,17,56,55,34,57,63,63,13,55,85,73,91,49,22,80,55,91,18,50,59,36,56,73,71,54,57,68,50,11,58,78
55,Jauan,Jennings,WR,15,24,75,215,64,64,69,80,33,80,69,10,49,30,17,Long Stride Default,66,73,14,67,51,78,72,31,51,17,80,18,48,30,20,66,33,30,80,42,66,86,80,85,62,56,83,25,78,50,11,70,10,25,48,71,80,34,72,21,45,22,77
56,Colton,McKivitz,LG,68,25,78,301,62,65,82,15,31,35,10,18,64,34,15,Long Stride Awkward,25,10,31,15,12,66,15,30,6,25,90,25,10,33,69,30,10,80,10,6,5,79,15,89,5,6,61,61,88,6,12,35,26,66,81,32,6,68,49,10,6,67,56
57,Demetrius,Flannigan-Fowles,LOLB,45,24,74,210,62,64,65,57,79,67,61,58,30,74,64,Default Stride Loose,48,70,60,37,15,83,24,77,6,24,88,28,12,61,35,27,40,10,54,6,27,87,66,91,22,6,86,35,81,6,58,51,43,35,66,55,45,30,77,60,6,35,77
58,Jaylon,Moore,LT,76,23,76,311,62,74,84,38,40,38,15,37,64,44,13,Default Stride Awkward,35,20,36,27,12,75,24,41,6,11,84,16,10,34,71,13,10,75,33,6,16,78,36,91,9,6,63,62,73,6,12,20,39,67,82,46,22,69,50,10,6,66,59
59,Jake,Brendel,C,64,28,76,299,56,68,80,15,32,40,10,15,61,41,20,Default Stride Awkward,15,10,30,15,12,70,15,15,6,22,90,18,10,30,65,22,10,71,10,6,5,82,15,90,5,6,71,61,89,6,20,10,19,62,74,44,5,64,57,10,6,62,70
60,Taybor,Pepper,TE,46,27,76,245,27,51,67,56,49,57,25,10,44,52,24,Long Stride Loose,34,30,23,40,10,78,30,57,6,13,76,13,10,46,40,38,10,51,25,6,35,76,53,88,30,6,67,40,88,6,25,45,10,51,67,52,17,53,62,15,6,35,66
